1 src/images/dev_I_35.png 0 0 2 0 2 0 noir
1 src/images/dev_I_36.png 3 0 1 1 0 0 noir
1 src/images/dev_I_37.png 1 2 0 0 2 0 noir
1 src/images/dev_I_38.png 1 1 1 0 1 0 noir
1 src/images/dev_I_39.png 1 2 1 0 1 0 noir
1 src/images/dev_I_40.png 0 4 0 0 0 1 noir
2 src/images/dev_II_01.png 2 0 3 2 0 1 blanc
2 src/images/dev_II_02.png 3 3 0 0 2 1 blanc
2 src/images/dev_II_03.png 4 0 1 2 0 2 blanc
2 src/images/dev_II_04.png 5 0 0 3 0 2 blanc
2 src/images/dev_II_05.png 5 0 0 0 0 2 blanc
2 src/images/dev_II_06.png 0 0 0 0 6 3 blanc
2 src/images/dev_II_07.png 3 2 2 0 0 1 bleu
2 src/images/dev_II_08.png 0 2 3 3 0 1 bleu
2 src/images/dev_II_09.png 1 0 0 4 2 2 bleu
2 src/images/dev_II_10.png 0 3 0 0 5 2 bleu
2 src/images/dev_II_11.png 0 5 0 0 0 2 bleu
2 src/images/dev_II_12.png 0 6 0 0 0 3 bleu
2 src/images/dev_II_13.png 0 3 0 2 2 1 vert
2 src/images/dev_II_14.png 3 0 2 0 3 1 vert
2 src/images/dev_II_15.png 0 2 0 1 4 2 vert
2 src/images/dev_II_16.png 0 5 3 0 0 2 vert
2 src/images/dev_II_17.png 0 0 5 0 0 2 vert
2 src/images/dev_II_18.png 0 0 6 0 0 3 vert
2 src/images/dev_II_19.png 2 0 0 3 2 1 rouge
2 src/images/dev_II_20.png 2 3 0 3 0 1 rouge
2 src/images/dev_II_21.png 0 4 2 0 1 2 rouge
2 src/images/dev_II_22.png 0 0 0 2 3 2 rouge
2 src/images/dev_II_23.png 0 0 0 5 0 2 rouge
2 src/images/dev_II_24.png 6 0 0 0 0 3 rouge
2 src/images/dev_II_25.png 0 2 2 0 3 1 noir
2 src/images/dev_II_26.png 0 0 3 2 3 1 noir
2 src/images/dev_II_27.png 2 1 4 0 0 2 noir
2 src/images/dev_II_28.png 3 0 5 0 0 2 noir
2 src/images/dev_II_29.png 0 0 0 0 5 2 noir
2 src/images/dev_II_25.png 0 0 0 6 0 3 noir
3 src/images/dev_III_01.png 5 3 3 3 0 3 blanc
3 src/images/dev_III_02.png 3 0 0 6 3 4 blanc
3 src/images/dev_III_03.png 0 0 0 7 0 4 blanc
3 src/images/dev_III_04.png 0 0 0 7 3 5 blanc
3 src/images/dev_III_05.png 3 0 3 5 3 3 bleu
3 src/images/dev_III_06.png 0 3 0 3 6 4 bleu
3 src/images/dev_III_07.png 0 0 0 0 7 4 bleu
3 src/images/dev_III_08.png 0 0 3 0 7 5 bleu
3 src/images/dev_III_09.png 3 3 0 3 5 3 vert
3 src/images/dev_III_10.png 0 6 3 0 3 4 vert
3 src/images/dev_III_11.png 0 7 0 0 0 4 vert
3 src/images/dev_III_12.png 0 7 3 0 0 5 vert
3 src/images/dev_III_13.png 0 5 3 3 3 3 rouge
3 src/images/dev_III_14.png 3 3 6 0 0 4 rouge
3 src/images/dev_III_15.png 0 0 7 0 0 4 rouge
3 src/images/dev_III_16.png 3 0 7 0 0 5 rouge
3 src/images/dev_III_17.png 3 3 5 0 3 3 noir
3 src/images/dev_III_18.png 6 0 3 3 0 4 noir
3 src/images/dev_III_19.png 7 0 0 0 0 4 noir
3 src/images/dev_III_20.png 7 0 0 3 0 5 noir
4 src/images/noble_01.png 4 0 4 0 0 3 null
4 src/images/noble_02.png 4 0 0 4 0 3 null
4 src/images/noble_03.png 0 0 0 4 4 3 null
4 src/images/noble_04.png 0 4 4 0 0 3 null
4 src/images/noble_05.png 0 4 0 0 4 3 null
4 src/images/noble_06.png 3 3 3 0 0 3 null
4 src/images/noble_07.png 3 0 3 3 0 3 null
4 src/images/noble_08.png 3 0 0 3 3 3 null
4 src/images/noble_09.png 0 3 3 0 3 3 null
4 src/images/noble_10.png 0 3 0 3 3 3 null

//rouge Bleu Vert Noir BLANC Pest Gem
